Role	ID	ID_Qui	ID_Quoi	Descr	Info	CreatTS	ModifTS	ID_Groupe	
Role	452	273	700	F1		2024-11-30T09:10:42		0
Role	1119	1744	939	F1-Lunière de Narta		2024-11-30T09:10:42	2024-05-23T17:37:44	0
Role	315	574	642	M2		2024-11-30T09:10:42		0
Role	2989	1930	1783			2024-11-30T09:10:42	0	0
Role	743	501	820	M1		2024-11-30T09:10:41		0
Role	744	583	820	M2		2024-11-30T09:10:41		0
Role	1142	1761	768	M3-Footballeur amoureux		2024-11-30T09:10:41		0
Role	5222	2269	1905			2024-11-30T09:10:42		0
Role	257	571	619	M1		2024-11-30T09:10:41		0
Role	654	233	784	F2		2024-11-30T09:10:42		0
Role	854	587	863	M2		2024-11-30T09:10:42		0
Role	260	63	621	F2-ils s'embrassent à la fin		2024-11-30T09:10:41	2024-05-23T17:08:34	0
Role	860	183	869	F1		2024-11-30T09:10:42		0
Role	677	549	796	M1		2024-11-30T09:10:42		0
Role	583	499	755	M1		2024-11-30T09:10:42		0
Role	558	10	746	F1		2024-11-30T09:10:41		0
Role	494	16	719	F1		2024-11-30T09:10:42		0
Role	442	495	696	M1		2024-11-30T09:10:41		0
Role	920	250	899	F2		2024-11-30T09:10:42		0
Role	844	165	859	F2-Pamela Landy		2024-11-30T09:10:42		0
Role	3837	2526	2191	Musicien		2024-11-30T09:10:42		0
Role	3194	2317	1844	Musicien		2024-11-30T09:10:42		0
Role	5697	2637	4071			2024-11-30T09:10:44		0
Role	3584	2456	2121	Musicien		2024-11-30T09:10:43		0
Role	4005	2214	2307	Musicien		2024-11-30T09:10:42		0
Role	4006	2214	2038	Musicien		2024-11-30T09:10:42		0
Role	750	541	822	M1		2024-11-30T09:10:42		0
Role	3193	2317	1861	Musicien		2024-11-30T09:10:42		0
Role	994	221	965	F2		2024-11-30T09:10:41		0
Role	753	621	823	M2-le jeune agent recallé		2024-11-30T09:10:41		0
Role	733	523	817	M1		2024-11-30T09:10:41	2024-03-08T18:28:20	0
Role	4935	2089	3777	Ecrivain		2024-11-30T09:10:43		0
Role	5589	417	4028			2024-11-30T09:10:44		0
Role	5464	2814	3908	M1-Xiang		2024-11-30T09:10:43	2023-11-26T22:39:37	0
Role	316	257	643	F1-la Mère		2024-11-30T09:10:42		0
Role	3094	2289	3133	Musicien		2024-11-30T09:10:42		0
Role	4868	2726	3707	Ecrivain		2024-11-30T09:10:43		0
Role	4107	333	3053	Musicien		2024-11-30T09:10:43		0
Role	4100	2602	3226	Musicien		2024-11-30T09:10:43		0
Role	82	472	540	M1		2024-11-30T09:10:41		0
Role	368	253	665	F2		2024-11-30T09:10:42		0
Role	837	456	856	M1		2024-11-30T09:10:42		0
Role	4049	1841	2472	Musicien		2024-11-30T09:10:42		0
Role	4881	2730	3720	Ecrivain		2024-11-30T09:10:43		0
Role	786	575	834	M2		2024-11-30T09:10:42		0
Role	863	616	870	F2		2024-11-30T09:10:41		0
Role	517	27	729	F2		2024-11-30T09:10:42		0
Role	59	373	525	M1		2024-11-30T09:10:42		0
Role	160	567	573	M1		2024-11-30T09:10:41		0
Role	897	619	888	M1		2024-11-30T09:10:42		0
Role	688	528	800	M1		2024-11-30T09:10:42		0
Role	3857	2530	3243	Musicien		2024-11-30T09:10:42		0
Role	423	195	687	F2		2024-11-30T09:10:41		0
Role	811	216	847	F1		2024-11-30T09:10:41		0
Role	2984	269	3868	F1-gangster planquée		2024-11-30T09:10:41	0	0
Role	28	16	511	F2		2024-11-30T09:10:41		0
Role	4919	2079	3760	Ecrivain		2024-11-30T09:10:43		0
Role	1126	1747	558	F1-Murphy jeune		2024-11-30T09:10:41	2023-11-24T17:14:16	0
Role	923	435	901	M1		2024-11-30T09:10:42		0
Role	3830	2204	2733	Musicien		2024-11-30T09:10:42		0
Role	3557	2447	3451	Musicien		2024-11-30T09:10:43		0
Role	3556	2124	3251	Musicien		2024-11-30T09:10:43		0
Role	930	234	905	F1		2024-11-30T09:10:42		0
Role	931	432	905	M1		2024-11-30T09:10:42		0
Role	3155	2311	3494	Musicien		2024-11-30T09:10:43		0
Role	464	163	704	F1		2024-11-30T09:10:41		0
Role	1068	1722	1516	M-Voleur		2024-11-30T09:10:42		0
Role	112	179	554	F1		2024-11-30T09:10:42		0
Role	1122	62	1532			2024-11-30T09:10:41		0
Role	10	582	503	M2		2024-11-30T09:10:41		0
Role	1219	2252	3852	M1-Eliott		2024-11-30T09:10:42		0
Role	593	28	760	F1		2024-11-30T09:10:42		0
Role	420	648	686	M2		2024-11-30T09:10:41		0
Role	379	227	669	F2		2024-11-30T09:10:41		0
Role	380	563	669	M1		2024-11-30T09:10:41		0
Role	551	154	743	F1		2024-11-30T09:10:41		0
Role	81	550	539	M1		2024-11-30T09:10:42		0
Role	3831	2524	3306	Musicien		2024-11-30T09:10:42		0
Role	956	291	915	F1		2024-11-30T09:10:42		0
Role	61	260	528	F1		2024-11-30T09:10:42		0
Role	147	503	567	M1		2024-11-30T09:10:41		0
Role	828	426	852	M2		2024-11-30T09:10:42		0
Role	3560	2011	3191	Musicien		2024-11-30T09:10:43		0
Role	4126	2610	2574	Musicien		2024-11-30T09:10:42		0
Role	478	228	713	F1		2024-11-30T09:10:42		0
Role	5281	2272	2141			2024-11-30T09:10:43		0
Role	826	113	852	F1		2024-11-30T09:10:42		0
Role	1136	142	768	F1-Tuche mère		2024-11-30T09:10:42		0
Role	4033	1903	1841	Musicien		2024-11-30T09:10:42		0
Role	448	74	698	F2		2024-11-30T09:10:41	2024-05-23T19:27:29	0
Role	449	102	699	F1		2024-11-30T09:10:41		0
Role	4011	2128	3021	Musicien		2024-11-30T09:10:43		0
Role	5674	38	3988			2024-11-30T09:10:44		0
Role	126	390	559	M1		2024-11-30T09:10:41		0
Role	812	380	847	M1		2024-11-30T09:10:42		0
Role	707	60	808	F1		2024-11-30T09:10:41	2023-11-23T21:15:39	0
Role	480	651	713	M2		2024-11-30T09:10:41		0
Role	4093	2599	2782	Musicien		2024-11-30T09:10:42		0
Role	1063	515	520	M3-capitaine de corvette		2024-11-30T09:10:42		0
Role	3551	2444	3325	Musicien		2024-11-30T09:10:43		0
Role	3504	2430	2776	Musicien		2024-11-30T09:10:43		0
Role	4696	2096	3533	Ecrivain		2024-11-30T09:10:43		0
Role	4695	2096	3532	Ecrivain		2024-11-30T09:10:43		0
Role	4051	2585	3495	Musicien		2024-11-30T09:10:42		0
Role	4052	2586	2913	Musicien		2024-11-30T09:10:42		0
Role	3856	2530	3439	Musicien		2024-11-30T09:10:42		0
Role	5447	2808	786			2024-11-30T09:10:43		0
Role	965	309	919	F1		2024-11-30T09:10:42		0
Role	966	316	920	F1		2024-11-30T09:10:42		0
Role	131	343	560	F2		2024-11-30T09:10:41		0
Role	132	393	561	M1		2024-11-30T09:10:41		0
Role	513	442	726	M1		2024-11-30T09:10:42		0
Role	1169	413	1540			2024-11-30T09:10:42		0
Role	3701	2489	2468	Musicien		2024-11-30T09:10:43		0
Role	866	469	871	M1		2024-11-30T09:10:42		0
Role	188	338	590	F1		2024-11-30T09:10:41		0
Role	3884	1825	2434	Musicien		2024-11-30T09:10:42		0
Role	4859	2094	3698	Ecrivain		2024-11-30T09:10:43		0
Role	3700	2488	3329	Musicien		2024-11-30T09:10:42		0
Role	242	504	611	M1		2024-11-30T09:10:42	2023-08-24T10:35:17	0
Role	3141	2150	3315	Musicien		2024-11-30T09:10:42		0
Role	918	432	898	M1		2024-11-30T09:10:41		0
Role	5452	364	787			2024-11-30T09:10:42		0
Role	655	281	785	F1		2024-11-30T09:10:42		0
Role	669	108	793	F2		2024-11-30T09:10:42		0
Role	217	609	600	M2		2024-11-30T09:10:43		0
Role	3011	2270	2127	Artiste		2024-11-30T09:10:43	0	0
Role	74	337	534	F1-Macha		2024-11-30T09:10:41	2024-05-23T16:37:26	0
Role	586	35	757	F2		2024-11-30T09:10:41		0
Role	996	393	965	M2		2024-11-30T09:10:41		0
Role	135	230	563	F1		2024-11-30T09:10:42		0
Role	618	202	771	F1		2024-11-30T09:10:41		0
Role	105	64	551	F2		2024-11-30T09:10:41		0
Role	4127	2611	3866	Musicien		2024-11-30T09:10:42		0
Role	1155	30	1539	F1-z		2024-11-30T09:10:42		0
Role	4089	2597	2066	Musicien		2024-11-30T09:10:42		0
Role	239	99	610	F1		2024-11-30T09:10:41	2024-05-23T19:59:30	0
Role	496	301	720	F1		2024-11-30T09:10:42		0
Role	4064	1836	2653	Musicien		2024-11-30T09:10:42		0
Role	3002	2270	2394	Artiste		2024-11-30T09:10:42	0	0
Role	1134	1755	730	F2-Mère de Nadia		2024-11-30T09:10:42		0
Role	312	228	642	F1		2024-11-30T09:10:42		0
Role	313	195	642	F2		2024-11-30T09:10:42		0
Role	3815	2519	3438	Musicien		2024-11-30T09:10:43		0
Role	140	444	564	M1		2024-11-30T09:10:41		0
Role	560	78	747	F1		2024-11-30T09:10:41		0
Role	929	539	904	M1		2024-11-30T09:10:41		0
Role	1116	1744	1530	F1-Policière amoureuse		2024-11-30T09:10:41		0
Role	295	584	634	M2		2024-11-30T09:10:42		0
Role	296	205	635	F1		2024-11-30T09:10:42	2024-05-23T20:00:07	0
Role	3877	2536	1876	Musicien		2024-11-30T09:10:42		0
Role	567	380	750	M1		2024-11-30T09:10:41		0
Role	5302	2273	2266			2024-11-30T09:10:43		0
Role	963	97	918	F2		2024-11-30T09:10:41		0
Role	3162	2152	3084	Musicien		2024-11-30T09:10:43		0
Role	872	402	874	M1		2024-11-30T09:10:42		0
Role	209	214	598	F1		2024-11-30T09:10:42		0
Role	210	426	598	M1		2024-11-30T09:10:42		0
Role	4121	1993	2893	Musicien		2024-11-30T09:10:42		0
Role	3082	2284	3125	Musicien		2024-11-30T09:10:42		0
Role	729	424	816	M1		2024-11-30T09:10:41		0
Role	587	160	758	F1		2024-11-30T09:10:41	2024-05-24T08:00:14	0
Role	637	55	778	F2		2024-11-30T09:10:42		0
Role	293	300	634	F1		2024-11-30T09:10:41		0
Role	924	200	902	F1		2024-11-30T09:10:42	2024-03-15T10:33:41	0
Role	3062	1851	2866	Artiste		2024-11-30T09:10:42	0	0
Role	304	445	637	M1		2024-11-30T09:10:42		0
Role	1038	319	1503			2024-11-30T09:10:41		0
Role	329	518	647	M1		2024-11-30T09:10:42		0
Role	1207	472	3851	M1-le père		2024-11-30T09:10:42		0
Role	870	218	874	F1		2024-11-30T09:10:42		0
Role	945	279	911	F1		2024-11-30T09:10:41		0
Role	724	13	814	F1		2024-11-30T09:10:41	2024-03-10T22:50:30	0
Role	1025	1701	882	M1		2024-11-30T09:10:42		0
Role	305	138	638	F1		2024-11-30T09:10:42		0
Role	306	362	638	M1		2024-11-30T09:10:42		0
Role	770	288	829	F1		2024-11-30T09:10:42		0
Role	675	83	796	F1		2024-11-30T09:10:41		0
Role	3070	2280	3079	Musicien		2024-11-30T09:10:42		0
Role	3118	2300	1906	Musicien		2024-11-30T09:10:42		0
Role	3901	1839	2710	Musicien		2024-11-30T09:10:42		0
Role	3900	1839	2664	Musicien		2024-11-30T09:10:42		0
Role	441	250	696	F2		2024-11-30T09:10:41	2024-05-23T19:24:52	0
Role	3069	2280	3310	Musicien		2024-11-30T09:10:42		0
Role	3008	2270	3401	Artiste		2024-11-30T09:10:42	0	0
Role	5303	2273	2387			2024-11-30T09:10:43		0
Role	524	488	731	M1		2024-11-30T09:10:41		0
Role	3192	2317	1860	Musicien		2024-11-30T09:10:42		0
Role	1144	1763	646	F1-Gloria la fille		2024-11-30T09:10:41		0
Role	787	78	835	F1		2024-11-30T09:10:42		0
Role	561	356	747	M1		2024-11-30T09:10:42		0
Role	570	545	751	M1		2024-11-30T09:10:42		0
Role	3908	2544	2591	Musicien		2024-11-30T09:10:42		0
Role	143	567	565	M2		2024-11-30T09:10:41		0
Role	672	620	794	M2		2024-11-30T09:10:41		0
Role	780	352	832	F2-Patronne du resto		2024-11-30T09:10:41	2023-12-01T09:25:25	0
Role	764	25	827	F2		2024-11-30T09:10:41		0
Role	51	205	522	F1		2024-11-30T09:10:42	2024-05-24T07:47:38	0
Role	14	257	505	F1-Cléopatre		2024-11-30T09:10:42		0
Role	5675	2877	4063			2024-11-30T09:10:44	2024-03-31T09:12:21	0
Role	5270	2272	1905			2024-11-30T09:10:43		0
Role	5269	2272	2199			2024-11-30T09:10:43		0
Role	85	476	542	M1-la fille (gamine)		2024-11-30T09:10:41	2024-05-02T07:42:29	0
Role	174	335	584	F1		2024-11-30T09:10:42	2024-05-24T07:53:30	0
Role	754	47	824	F1		2024-11-30T09:10:41	2024-03-25T19:31:37	0
Role	4053	2040	3052	Musicien		2024-11-30T09:10:42		0
Role	3075	1795	2535	Musicien		2024-11-30T09:10:42		0
Role	342	24	651	F2		2024-11-30T09:10:42		0
Role	343	483	651	M1		2024-11-30T09:10:42		0
Role	3083	2284	3418	Musicien		2024-11-30T09:10:42		0
Role	563	97	748	F1		2024-11-30T09:10:42	2024-05-23T17:05:20	0
Role	564	289	748	F2		2024-11-30T09:10:42		0
Role	276	451	627	M1		2024-11-30T09:10:42		0
Role	384	654	670	M2		2024-11-30T09:10:42		0
Role	1124	1745	1533			2024-11-30T09:10:41		0
Role	575	113	753	F2		2024-11-30T09:10:42		0
Role	915	432	896	M1		2024-11-30T09:10:42		0
Role	1054	1716	992	M2-Editeur		2024-11-30T09:10:41		0
Role	777	62	832	F1		2024-11-30T09:10:42	2023-12-01T09:22:36	0
Role	403	96	678	F2		2024-11-30T09:10:41	2024-05-23T20:01:59	0
Role	404	504	678	M1		2024-11-30T09:10:41		0
Role	440	188	696	F1-la surfeuse championne		2024-11-30T09:10:41	2024-05-23T16:31:30	0
Role	294	478	634	M1		2024-11-30T09:10:41		0
Role	5655	91	3963			2024-11-30T09:10:44		0
Role	90	511	544	M1		2024-11-30T09:10:41		0
Role	330	572	647	M2		2024-11-30T09:10:42		0
Role	3135	2306	2823	Musicien		2024-11-30T09:10:42		0
Role	3022	2116	2955			2024-11-30T09:10:42	0	0
Role	5648	428	3869			2024-11-30T09:10:44		0
Role	4091	2597	2091	Musicien		2024-11-30T09:10:42		0
Role	4022	1791	3244	Musicien		2024-11-30T09:10:42		0
Role	4023	2576	2951	Musicien		2024-11-30T09:10:42		0
Role	321	463	644	M1		2024-11-30T09:10:41	2024-05-26T20:14:35	0
Role	322	522	645	M1		2024-11-30T09:10:41		0
Role	3074	1795	2205	Musicien		2024-11-30T09:10:42		0
Role	3788	1898	1961	Musicien		2024-11-30T09:10:42		0
Role	395	602	675	M2		2024-11-30T09:10:41		0
Role	579	56	754	F2		2024-11-30T09:10:42		0
Role	3421	2394	2462	Musicien		2024-11-30T09:10:43		0
Role	4024	2576	2558	Musicien		2024-11-30T09:10:43		0
Role	3699	2487	3197	Musicien		2024-11-30T09:10:43		0
Role	470	157	710	F1		2024-11-30T09:10:42	2024-05-26T21:07:08	0
Role	673	399	795	M1		2024-11-30T09:10:41		0
Role	939	271	909	F1-l'étudiante		2024-11-30T09:10:42	2024-05-24T07:46:05	0
Role	231	348	607	M2		2024-11-30T09:10:42	2024-05-23T19:58:38	0
Role	3859	2206	2084	Musicien		2024-11-30T09:10:42		0
Role	1120	11	1531	F2-la fille femme		2024-11-30T09:10:42	2024-05-26T20:15:36	0
Role	353	250	658	F2		2024-11-30T09:10:41		0
Role	4054	2040	3246	Musicien		2024-11-30T09:10:42		0
Role	845	455	859	M1-Jason Bourne		2024-11-30T09:10:42		0
Role	1156	1766	1539	M1-Professeur Histoire		2024-11-30T09:10:42		0
Role	3050	1986	2211	Artiste		2024-11-30T09:10:42	0	0
Role	435	369	693	M1		2024-11-30T09:10:42		0
Role	816	38	849	F1		2024-11-30T09:10:42		0
Role	892	36	886	F1		2024-11-30T09:10:41		0
Role	765	442	827	M1-Grand Père		2024-11-30T09:10:41		0
Role	56	214	524	F1		2024-11-30T09:10:42		0
Role	898	89	889	F1		2024-11-30T09:10:42		0
Role	11	299	504	F2		2024-11-30T09:10:42		0
Role	4088	2597	2769	Musicien		2024-11-30T09:10:42		0
Role	3120	2118	1950	Musicien		2024-11-30T09:10:42		0
Role	458	199	702	F2-collègue avocate		2024-11-30T09:10:41	2023-08-24T07:30:47	0
Role	446	380	697	M1		2024-11-30T09:10:41		0
Role	4103	2603	2657	Musicien		2024-11-30T09:10:42		0
Role	120	636	557	M2		2024-11-30T09:10:42		0
Role	732	166	817	F2-taylor vaughan		2024-11-30T09:10:41	2024-03-08T18:38:03	0
Role	3104	2291	2408	Musicien		2024-11-30T09:10:42		0
Role	3103	2291	2505	Musicien		2024-11-30T09:10:42		0
Role	3102	2291	2392	Musicien		2024-11-30T09:10:42		0
Role	25	15	510	F1		2024-11-30T09:10:41	2024-04-28T07:56:33	0
Role	473	589	710	M2-Chef des pirates		2024-11-30T09:10:42		0
Role	465	160	705	F1		2024-11-30T09:10:42	2024-05-23T17:46:48	0
Role	223	214	603	F1		2024-11-30T09:10:41		0
Role	775	385	831	M1		2024-11-30T09:10:41		0
Role	26	467	510	M1		2024-11-30T09:10:41		0
Role	755	73	824	F2		2024-11-30T09:10:41	2023-09-15T10:00:16	0
Role	178	307	586	F1-Perrette		2024-11-30T09:10:41		0
Role	110	174	553	F2		2024-11-30T09:10:42	2024-05-24T07:52:56	0
Role	356	417	659	M1		2024-11-30T09:10:42		0
Role	3021	1818	3286			2024-11-30T09:10:42	0	0
Role	834	561	854	M1		2024-11-30T09:10:42		0
Role	4123	2608	3484	Musicien		2024-11-30T09:10:42		0
Role	277	492	627	M2		2024-11-30T09:10:42		0
Role	1135	1755	768	F2-Liban mère		2024-11-30T09:10:41		0
Role	4047	1841	2373	Musicien		2024-11-30T09:10:42		0
Role	264	76	623	F1		2024-11-30T09:10:41		0
Role	215	225	600	F2-1er role de la pièce		2024-11-30T09:10:42	2024-05-24T07:54:56	0
Role	5273	2272	2023			2024-11-30T09:10:43		0
Role	3886	1826	3048	Musicien		2024-11-30T09:10:42		0
Role	713	435	809	M1		2024-11-30T09:10:42		0
Role	193	160	592	F1		2024-11-30T09:10:41	2024-05-23T19:57:51	0
Role	4955	2107	3797	Ecrivain		2024-11-30T09:10:43		0
Role	4034	2580	3111	Musicien		2024-11-30T09:10:42		0
Role	717	272	811	F1		2024-11-30T09:10:41		0
Role	907	134	893	F1		2024-11-30T09:10:41		0
Role	718	67	811	F2		2024-11-30T09:10:41		0
Role	4661	2622	3837	Artiste		2024-11-30T09:10:42		0
Role	433	159	693	F1		2024-11-30T09:10:41		0
Role	613	446	768	M1-Tuche père		2024-11-30T09:10:42		0
Role	4920	2086	3761	Ecrivain		2024-11-30T09:10:43		0
Role	252	461	616	M1		2024-11-30T09:10:42		0
Role	409	574	679	M2		2024-11-30T09:10:42		0
Role	838	161	857	F1		2024-11-30T09:10:42		0
Role	805	560	843	M1		2024-11-30T09:10:42		0
Role	885	14	883	F1-apprentie tueuse		2024-11-30T09:10:42	2024-05-26T21:10:41	0
Role	370	605	665	M2		2024-11-30T09:10:41		0
Role	1127	1748	547			2024-11-30T09:10:42		0
Role	773	473	830	M1		2024-11-30T09:10:42		0
Role	3846	2526	2463	Musicien		2024-11-30T09:10:43		0
Role	2948	2117	2850			2024-11-30T09:10:43	0	0
Role	187	439	589	M1-le fils		2024-11-30T09:10:42		0
Role	888	21	884	F1		2024-11-30T09:10:41		0
Role	3169	2313	3176	Musicien		2024-11-30T09:10:43		0
Role	3149	2049	3303	Musicien		2024-11-30T09:10:43		0
Role	1149	579	613	M2-Producteur		2024-11-30T09:10:42		0
Role	2983	2266	832			2024-11-30T09:10:42	2023-12-01T09:22:59	0
Role	461	307	703	F1		2024-11-30T09:10:41		0
Role	189	529	590	M1		2024-11-30T09:10:41		0
Role	582	111	755	F1		2024-11-30T09:10:42	2024-05-23T17:05:56	0
Role	989	538	937	M1		2024-11-30T09:10:41		0
Role	3109	2295	3313	Musicien		2024-11-30T09:10:42		0
Role	3006	2270	2078	Artiste		2024-11-30T09:10:42	0	0
Role	856	475	867	M1		2024-11-30T09:10:42		0
Role	893	561	886	M1		2024-11-30T09:10:41		0
Role	180	411	587	M1		2024-11-30T09:10:41	2024-01-02T20:12:04	0
Role	91	168	546	F1		2024-11-30T09:10:41	2024-05-26T21:04:36	0
Role	92	350	546	F2		2024-11-30T09:10:41		0
Role	5515	0	3933			2024-11-30T09:10:43		0
Role	5658	2871	663			2024-11-30T09:10:43	2024-03-24T21:44:18	0
Role	991	571	939	M1		2024-11-30T09:10:41		0
Role	748	601	821	M2		2024-11-30T09:10:41		0
Role	357	49	660	F1-La mécano		2024-11-30T09:10:42	2023-11-11T21:59:08	0
Role	227	371	604	M1		2024-11-30T09:10:41		0
Role	228	68	607	F1		2024-11-30T09:10:41		0
Role	195	198	593	F2		2024-11-30T09:10:42	2023-08-22T14:49:02	0
Role	667	355	792	M1		2024-11-30T09:10:41		0
Role	1093	426	723	M2-inspecteur Léonce Caponi		2024-11-30T09:10:41		0
Role	3949	2211	3308	Musicien		2024-11-30T09:10:42		0
Role	396	47	676	F1		2024-11-30T09:10:41		0
Role	3878	2537	1826	Musicien		2024-11-30T09:10:42		0
Role	568	578	750	M2		2024-11-30T09:10:41		0
Role	569	332	751	F1		2024-11-30T09:10:41		0
Role	903	103	891	F1		2024-11-30T09:10:41		0
Role	791	4	837	F2		2024-11-30T09:10:41		0
Role	77	243	538	F1-Sandra		2024-11-30T09:10:41		0
Role	328	268	647	F2		2024-11-30T09:10:41		0
Role	4903	2740	3744	Ecrivain		2024-11-30T09:10:43		0
Role	4918	2079	3759	Ecrivain		2024-11-30T09:10:43		0
Role	3072	2282	3449	Musicien		2024-11-30T09:10:42		0
Role	3071	2282	3350	Musicien		2024-11-30T09:10:42		0
Role	3068	2279	3173	Musicien		2024-11-30T09:10:42		0
Role	5696	2637	4070			2024-11-30T09:10:44	2024-05-20T19:29:47	0
Role	546	646	739	M2		2024-11-30T09:10:41		0
Role	547	537	740	M1		2024-11-30T09:10:41		0
Role	3080	1796	2098	Musicien		2024-11-30T09:10:42		0
Role	4020	1791	3382	Musicien		2024-11-30T09:10:42		0
Role	1208	2244	3851	F1-la mère		2024-11-30T09:10:42		0
Role	680	445	797	M1		2024-11-30T09:10:41		0
Role	3580	2013	3192	Musicien		2024-11-30T09:10:43		0
Role	482	162	714	F2		2024-11-30T09:10:41	2024-05-23T08:57:19	0
Role	745	294	821	F1		2024-11-30T09:10:41		0
Role	730	448	816	M2		2024-11-30T09:10:41		0
Role	746	302	821	F2		2024-11-30T09:10:41		0
Role	363	498	662	M1		2024-11-30T09:10:41		0
Role	3894	2541	2718	Musicien		2024-11-30T09:10:42		0
Role	1215	2250	2981			2024-11-30T09:10:42		0
Role	497	91	720	F2		2024-11-30T09:10:42		0
Role	4065	1836	2741	Musicien		2024-11-30T09:10:42		0
Role	1040	1706	1501	M3-MafieuxSinge		2024-11-30T09:10:41		0
Role	3143	1797	2671	Musicien		2024-11-30T09:10:42		0
Role	4867	2726	3706	Ecrivain		2024-11-30T09:10:43		0
Role	1050	506	992	M1-écrivain		2024-11-30T09:10:41		0
Role	4072	2591	3055	Musicien		2024-11-30T09:10:42		0
Role	809	380	845	M1		2024-11-30T09:10:42		0
Role	3656	1816	1941	Musicien		2024-11-30T09:10:43		0
Role	3987	2566	2804	Musicien		2024-11-30T09:10:42		0
Role	2999	2270	2154	Artiste		2024-11-30T09:10:42	0	0
Role	2998	2270	3427	Artiste		2024-11-30T09:10:42	0	0
Role	2997	2270	2153	Artiste		2024-11-30T09:10:42	0	0
Role	3007	2270	3496	Artiste		2024-11-30T09:10:42	0	0
Role	4030	2579	2810	Musicien		2024-11-30T09:10:42		0
Role	240	263	610	F2		2024-11-30T09:10:42	2024-05-23T19:22:25	0
Role	226	215	604	F2 la fille		2024-11-30T09:10:42	2024-05-24T13:22:16	0
Role	3133	1846	2919	Musicien		2024-11-30T09:10:42		0
Role	4128	1793	2562	Musicien		2024-11-30T09:10:42		0
Role	4067	2589	2889	Musicien		2024-11-30T09:10:42		0
Role	1065	442	1516	M-Père		2024-11-30T09:10:42		0
Role	703	245	807	F1		2024-11-30T09:10:42	2024-05-24T08:04:49	0
Role	649	309	783	F1-la fille		2024-11-30T09:10:42	2024-03-25T19:56:57	0
Role	646	171	781	F1		2024-11-30T09:10:42		0
Role	219	559	601	M1		2024-11-30T09:10:42		0
Role	64	31	529	F1		2024-11-30T09:10:42		0
Role	167	623	576	M2		2024-11-30T09:10:42		0
Role	1032	192	1502	F1		2024-11-30T09:10:41	2023-09-26T21:43:15	0
Role	960	105	917	F2-la femme du professeur		2024-11-30T09:10:41	2023-11-09T20:03:49	0
Role	176	442	585	M1		2024-11-30T09:10:41		0
Role	946	400	911	M1		2024-11-30T09:10:41		0
Role	947	653	911	M2		2024-11-30T09:10:41		0
Role	993	212	965	F1		2024-11-30T09:10:42	2024-05-23T17:36:58	0
Role	144	535	566	M1		2024-11-30T09:10:42		0
Role	894	60	887	F1-Mère Patrone		2024-11-30T09:10:42		0
Role	1070	16	1518	F1		2024-11-30T09:10:41		0
Role	4048	1841	2332	Musicien		2024-11-30T09:10:42		0
Role	4031	1833	1920	Musicien		2024-11-30T09:10:42		0
Role	469	521	709	M1-Starbuck		2024-11-30T09:10:42		0
Role	5280	2272	2626			2024-11-30T09:10:43		0
Role	3559	2011	3281	Musicien		2024-11-30T09:10:43		0
Role	4086	2595	2382	Musicien		2024-11-30T09:10:43		0
Role	134	393	562	M1		2024-11-30T09:10:41		0
Role	581	659	754	M2		2024-11-30T09:10:42		0
Role	1104	140	1526	F2-Accidentée moto jeune		2024-11-30T09:10:42	2023-08-25T12:58:42	0
Role	3890	2539	3170	Musicien		2024-11-30T09:10:42		0
Role	704	253	807	F2		2024-11-30T09:10:42		0
Role	917	192	898	F1		2024-11-30T09:10:41	2024-01-10T22:12:21	0
Role	382	11	670	F2		2024-11-30T09:10:42	2023-10-22T16:19:24	0
Role	362	275	662	F2		2024-11-30T09:10:41	2024-05-23T17:41:21	0
Role	29	571	511	M1		2024-11-30T09:10:41		0
Role	121	163	558	F1-Murphy à la Nasa		2024-11-30T09:10:42		0
Role	921	196	900	F1		2024-11-30T09:10:42		0
Role	183	357	588	M1		2024-11-30T09:10:41		0
Role	553	190	744	F1		2024-11-30T09:10:42		0
Role	1177	1772	887	M2-Syndicaliste		2024-11-30T09:10:43		0
Role	1216	2135	3270			2024-11-30T09:10:42		0
Role	4002	2214	1877	Musicien		2024-11-30T09:10:42		0
Role	3855	2529	2883	Musicien		2024-11-30T09:10:42		0
Role	1224	2224	3854	F2-Madame Jourdain		2024-11-30T09:10:42		0
Role	477	252	712	F1		2024-11-30T09:10:41		0
Role	548	639	740	M2		2024-11-30T09:10:41		0
Role	793	469	838	M1		2024-11-30T09:10:41		0
Role	611	502	767	M1		2024-11-30T09:10:42		0
Role	155	286	570	F2		2024-11-30T09:10:41	2024-05-23T19:20:41	0
Role	3005	2270	2448	Artiste		2024-11-30T09:10:42	0	0
Role	3581	2455	3327	Musicien		2024-11-30T09:10:43		0
Role	1076	14	1520	F1-la mère		2024-11-30T09:10:41		0
Role	4035	2580	3297	Musicien		2024-11-30T09:10:42		0
Role	839	303	857	F2-la grande soeur		2024-11-30T09:10:42	2023-08-25T12:58:11	0
Role	761	388	826	M1		2024-11-30T09:10:41		0
Role	4892	2734	3733	Ecrivain		2024-11-30T09:10:43		0
Role	4815	2704	3656	Ecrivain		2024-11-30T09:10:43		0
Role	1039	1705	1501	M2-MariPrison		2024-11-30T09:10:41		0
Role	129	253	560	F2		2024-11-30T09:10:41		0
Role	4912	2745	3753	Ecrivain		2024-11-30T09:10:43		0
Role	3179	2315	2714	Musicien		2024-11-30T09:10:43		0
Role	3108	2294	2569	Musicien		2024-11-30T09:10:42		0
